"Anatomical Structures, Cell Types and Biomarkers (ASCT+B) Tables to 3D Reference Object Library Mapping v1.0",,,,,,
,,,,,,
Author Name(s):,"Quardokus, E., Browne, K., Bueckle, A., Herr II, B., Börner, K.",,,,,
Author ORCID(s):,"0000-0001-7655-4833, 0000-0003-4066-7531, 0000-0002-8977-498X, 0000-0002-6703-7647, 0000-0002-3321-6137",,,,,
Reviewer(s):,,,,,,
General Publication(s):,https://www.biorxiv.org/content/10.1101/2021.05.31.446440v1,,,,,
Data DOI:,10.48539/HBM527.RCXM.366,,,,,
Date:,7/28/2021,,,,,
Version Number:,v1.0,,,,,
,,,,,,
anatomical_structure_of,source_spatial_entity,node_name,label,OntologyID,representation_of,glb file of single organs
#VHFAllenBrain,#VHFemaleOrgans,Allen_red_nucleus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_substantia_nigra_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_superior_colliculus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_inferior_colliculus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_cerebral_peduncle_crus_cerebri_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_superior_cerebellar_peduncle_brachium_conjunctivum_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_cerebral_aqueduct_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_paravermis_of_cerebellum_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_lateral_hemisphere_of_cerebellum_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_basilar_part_of_pons_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_pontine_tegmentum_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_pyramidal_part_of_medulla_oblongata_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_tegmentum_of_medulla_oblongata_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_inferior_olive_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_inferior_cerebellar_peduncle_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_middle_cerebellar_peduncle_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_fourth_ventricle_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_central_canal_of_medulla_oblongata_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_midline_nuclear_complex_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_lateral_olfactory_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_parietal_operculum_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_optic_ratiation_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_posteroventral_putamen_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_atrium_of_lateral_ventricle_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_paracingulate_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_rostral_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_frontomarginal_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_frontal_pole_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_perirhinal_gyrus_rostral_part_of_FuGt_R,,,,Allen_F_Brain.glb
#VHFSkeletalSystem,#VHFemaleOrgans,VHF_skeletal_system,skeletal system,UBERON:0001434,http://purl.obolibrary.org/obo/UBERON_0001434,
#VHFPelvis,#VHFemaleOrgans,VHF_pelvis,bony pelvis,UBERON:0001270,http://purl.obolibrary.org/obo/UBERON_0001270,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_coccyx,coccyx,UBERON:0001350,http://purl.obolibrary.org/obo/UBERON_0001350,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_ilium,ilium,UBERON:0001273,http://purl.obolibrary.org/obo/UBERON_0001273,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_ilium_compact_bone,compact bone tissue,UBERON:0001439,http://purl.obolibrary.org/obo/UBERON_0001439,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_ilium_compact_bone_R,compact bone tissue,UBERON:0001439,http://purl.obolibrary.org/obo/UBERON_0001439,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_ilium_compact_bone_L,compact bone tissue,UBERON:0001439,http://purl.obolibrary.org/obo/UBERON_0001439,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_ilium_spongy_bone,trabecular bone tissue,UBERON:0002483,http://purl.obolibrary.org/obo/UBERON_0002483,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_ilium_spongy_bone_R,trabecular bone tissue,UBERON:0002483,http://purl.obolibrary.org/obo/UBERON_0002483,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_ilium_spongy_bone_L,trabecular bone tissue,UBERON:0002483,http://purl.obolibrary.org/obo/UBERON_0002483,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_ischium,ischium,UBERON:0001274,http://purl.obolibrary.org/obo/UBERON_0001274,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_ischium_compact_bone,compact bone tissue,UBERON:0001439,http://purl.obolibrary.org/obo/UBERON_0001439,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_ischium_compact_bone_R,compact bone tissue,UBERON:0001439,http://purl.obolibrary.org/obo/UBERON_0001439,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_ischium_compact_bone_L,compact bone tissue,UBERON:0001439,http://purl.obolibrary.org/obo/UBERON_0001439,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_ischium_spongy_bone,trabecular bone tissue,UBERON:0002483,http://purl.obolibrary.org/obo/UBERON_0002483,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_ischium_spongy_bone_R,trabecular bone tissue,UBERON:0002483,http://purl.obolibrary.org/obo/UBERON_0002483,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_ischium_spongy_bone_L,trabecular bone tissue,UBERON:0002483,http://purl.obolibrary.org/obo/UBERON_0002483,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_pubis,pubis,UBERON:0001275,http://purl.obolibrary.org/obo/UBERON_0001275,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_pubis_compact_bone,compact bone tissue,UBERON:0001439,http://purl.obolibrary.org/obo/UBERON_0001439,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_pubis_compact_bone_R,compact bone tissue,UBERON:0001439,http://purl.obolibrary.org/obo/UBERON_0001439,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_pubis_compact_bone_L,compact bone tissue,UBERON:0001439,http://purl.obolibrary.org/obo/UBERON_0001439,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_pubis_spongy_bone,trabecular bone tissue,UBERON:0002483,http://purl.obolibrary.org/obo/UBERON_0002483,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_pubis_spongy_bone_R,trabecular bone tissue,UBERON:0002483,http://purl.obolibrary.org/obo/UBERON_0002483,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_pubis_spongy_bone_L,trabecular bone tissue,UBERON:0002483,http://purl.obolibrary.org/obo/UBERON_0002483,VH_M_Pelvis
#VHFPelvis,#VHFemaleOrgans,VHF_sacrum,fused sacrum,UBERON:0003690,http://purl.obolibrary.org/obo/UBERON_0003690,VH_M_Pelvis
#VHFUrinarySystem,#VHFemaleOrgans,VHF_urinary_system,renal system,UBERON:0001008,http://purl.obolibrary.org/obo/UBERON_0001008,
,,VHF_kidney,kidney,UBERON:0002113,http://purl.obolibrary.org/obo/UBERON_0002113,
#VHFLeftKidney,#VHFemaleOrgans,VHF_left_kidney,left kidney,UBERON:0004538,http://purl.obolibrary.org/obo/UBERON_0004538,
#VHFLeftKidney,#VHFemaleOrgans,VHF_kidney_capsule_L,kidney capsule,UBERON:0002015,http://purl.obolibrary.org/obo/UBERON_0002015,
#VHFLeftKidney,#VHFemaleOrgans,VHF_hilum_of_kidney_L,hilum of kidney,UBERON:0008716,http://purl.obolibrary.org/obo/UBERON_0008716,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_medulla_L,renal medulla,UBERON:0000362,http://purl.obolibrary.org/obo/UBERON_0000362,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_papilla_L,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_papilla_L_a,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_papilla_L_b,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_papilla_L_c,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_papilla_L_d,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_papilla_L_e,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_papilla_L_f,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_papilla_L_g,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_papilla_L_h,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_papilla_L_i,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_papilla_L_j,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_papilla_L_k,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_pyramid_L,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_pyramid_L_a,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_pyramid_L_b,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_pyramid_L_c,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_pyramid_L_d,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_pyramid_L_e,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_pyramid_L_f,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_pyramid_L_g,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_pyramid_L_h,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_pyramid_L_i,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_pyramid_L_j,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_pyramid_L_k,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,
#VHFLeftKidney,#VHFemaleOrgans,VHF_cortex_of_kidney_L,cortex of kidney,UBERON:0001225,http://purl.obolibrary.org/obo/UBERON_0001225,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_column_L,renal column,UBERON:0001284,http://purl.obolibrary.org/obo/UBERON_0001284,
#VHFLeftKidney,#VHFemaleOrgans,VHF_outer_cortex_of_kidney_L,outer cortex of kidney,UBERON:0002189,http://purl.obolibrary.org/obo/UBERON_0002189,
#VHFLeftKidney,#VHFemaleOrgans,VHF_kidney_calyx_L,kidney calyx,UBERON:0006517,http://purl.obolibrary.org/obo/UBERON_0006517,
#VHFLeftKidney,#VHFemaleOrgans,VHF_minor_calyx_L,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,
#VHFLeftKidney,#VHFemaleOrgans,VHF_minor_calyx_L_a,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,
#VHFLeftKidney,#VHFemaleOrgans,VHF_minor_calyx_L_b,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,
#VHFLeftKidney,#VHFemaleOrgans,VHF_minor_calyx_L_c,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,
#VHFLeftKidney,#VHFemaleOrgans,VHF_minor_calyx_L_d,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,
#VHFLeftKidney,#VHFemaleOrgans,VHF_minor_calyx_L_e,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,
#VHFLeftKidney,#VHFemaleOrgans,VHF_minor_calyx_L_f,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,
#VHFLeftKidney,#VHFemaleOrgans,VHF_minor_calyx_L_g,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,
#VHFLeftKidney,#VHFemaleOrgans,VHF_minor_calyx_L_h,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,
#VHFLeftKidney,#VHFemaleOrgans,VHF_minor_calyx_L_i,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,
#VHFLeftKidney,#VHFemaleOrgans,VHF_minor_calyx_L_j,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,
#VHFLeftKidney,#VHFemaleOrgans,VHF_major_calyx_L,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,
#VHFLeftKidney,#VHFemaleOrgans,VHF_major_calyx_L_a,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,
#VHFLeftKidney,#VHFemaleOrgans,VHF_major_calyx_L_b,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,
#VHFLeftKidney,#VHFemaleOrgans,VHF_major_calyx_L_c,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,
#VHFLeftKidney,#VHFemaleOrgans,VHF_major_calyx_L_d,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,
#VHFLeftKidney,#VHFemaleOrgans,VHF_renal_pelvis_L,renal pelvis,UBERON:0001224,http://purl.obolibrary.org/obo/UBERON_0001224,
#VHFLeftKidney,#VHFemaleOrgans,VHF_ureter_L,left ureter,UBERON:0001223,http://purl.obolibrary.org/obo/UBERON_0001223,
#VHFLeftKidney,#VHFemaleOrgans,VHF_ureter_L_a,left ureter,UBERON:0001223,http://purl.obolibrary.org/obo/UBERON_0001223,
#VHFRightKidney,#VHFemaleOrgans,VHF_right_kidney,right kidney,UBERON:0004539,http://purl.obolibrary.org/obo/UBERON_0004539,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_kidney_capsule_R,kidney capsule,UBERON:0002015,http://purl.obolibrary.org/obo/UBERON_0002015,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_hilum_of_kidney_R,hilum of kidney,UBERON:0008716,http://purl.obolibrary.org/obo/UBERON_0008716,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_cortex_of_kidney_R,cortex of kidney,UBERON:0001225,http://purl.obolibrary.org/obo/UBERON_0001225,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_outer_cortex_of_kidney_R,outer cortex of kidney,UBERON:0002189,http://purl.obolibrary.org/obo/UBERON_0002189,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_column_R,renal column,UBERON:0001284,http://purl.obolibrary.org/obo/UBERON_0001284,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_medulla_R,renal medulla,UBERON:0000362,http://purl.obolibrary.org/obo/UBERON_0000362,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_pyramid_R,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_pyramid_R_a,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_pyramid_R_b,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_pyramid_R_c,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_pyramid_R_d,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_pyramid_R_e,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_pyramid_R_f,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_pyramid_R_g,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_pyramid_R_h,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_pyramid_R_i,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_pyramid_R_j,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_papilla_R,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_papilla_R_a,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_papilla_R_b,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_papilla_R_c,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_papilla_R_d,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_papilla_R_e,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_papilla_R_f,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_papilla_R_g,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_papilla_R_h,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_papilla_R_i,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_papilla_R_j,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_calyx_R,kidney calyx,UBERON:0006517,http://purl.obolibrary.org/obo/UBERON_0006517,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_minor_calyx_R,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_minor_calyx_R_a,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_minor_calyx_R_b,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_minor_calyx_R_c,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_minor_calyx_R_d,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_minor_calyx_R_e,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_minor_calyx_R_f,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_minor_calyx_R_g,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_minor_calyx_R_h,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_minor_calyx_R_i,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_minor_calyx_R_j,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_major_calyx_R,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_major_calyx_R_a,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_major_calyx_R_b,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_major_calyx_R_c,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_renal_pelvis_R,renal pelvis,UBERON:0001224,http://purl.obolibrary.org/obo/UBERON_0001224,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_ureter_R,right ureter,UBERON:0001222,http://purl.obolibrary.org/obo/UBERON_0001222,VH_F_Kidney_Right
#VHFRightKidney,#VHFemaleOrgans,VHF_ureter_R_a,right ureter,UBERON:0001222,http://purl.obolibrary.org/obo/UBERON_0001222,VH_F_Kidney_Right
#VHFDigestiveSystem,#VHFemaleOrgans,VHF_digestive_system,digestive system,UBERON:0001007,http://purl.obolibrary.org/obo/UBERON_0001007,
#VHFColon,#VHFemaleOrgans,VHF_colon,large intestine,UBERON:0000059,http://purl.obolibrary.org/obo/UBERON_0000059,
#VHFColon,#VHFemaleOrgans,VHF_vermiform_appendix,vermiform appendix,UBERON:0001154,http://purl.obolibrary.org/obo/UBERON_0001154,SBU_F_Intestine_Large.glb
#VHFColon,#VHFemaleOrgans,VHF_ascending_colon,ascending colon,UBERON:0001156,http://purl.obolibrary.org/obo/UBERON_0001156,SBU_F_Intestine_Large.glb
#VHFColon,#VHFemaleOrgans,VHF_caecum,caecum,UBERON:0001153,http://purl.obolibrary.org/obo/UBERON_0001153,SBU_F_Intestine_Large.glb
#VHFColon,#VHFemaleOrgans,VHF_descending_colon,descending colon,UBERON:0001158,http://purl.obolibrary.org/obo/UBERON_0001158,SBU_F_Intestine_Large.glb
#VHFColon,#VHFemaleOrgans,VHF_hepatic_flexture_of_colon,hepatic flexure of colon,UBERON:0022277,http://purl.obolibrary.org/obo/UBERON_0022277,SBU_F_Intestine_Large.glb
#VHFColon,#VHFemaleOrgans,VHF_ileocecal_calve,ileocecal valve,UBERON:0000569,http://purl.obolibrary.org/obo/UBERON_0000569,SBU_F_Intestine_Large.glb
#VHFColon,#VHFemaleOrgans,VHF_rectum,rectum,UBERON:0001052,http://purl.obolibrary.org/obo/UBERON_0001052,SBU_F_Intestine_Large.glb
#VHFColon,#VHFemaleOrgans,VHF_sigmoid_colon,sigmoid colon,UBERON:0001159,http://purl.obolibrary.org/obo/UBERON_0001159,SBU_F_Intestine_Large.glb
#VHFColon,#VHFemaleOrgans,VHF_splenic_flexure_of_colon,splenic flexure of colon,UBERON:0022276,http://purl.obolibrary.org/obo/UBERON_0022276,SBU_F_Intestine_Large.glb
#VHFColon,#VHFemaleOrgans,VHF_transverse_colon,transverse colon,UBERON:0001157,http://purl.obolibrary.org/obo/UBERON_0001157,SBU_F_Intestine_Large.glb
#VHFLymphaticSystem,#VHFemaleOrgans,VHF_lymphatic_system,lymphoid system,UBERON:0002465,http://purl.obolibrary.org/obo/UBERON_0002465,
,,VHF_lymphatic_system|VHF_spleen,spleen,UBERON:0002106,http://purl.obolibrary.org/obo/UBERON_0002106,
#VHFSpleen,#VHFemaleOrgans,VHF_spleen,spleen,UBERON:0002106,http://purl.obolibrary.org/obo/UBERON_0002106,
