"Anatomical Structures, Cell Types and Biomarkers (ASCT+B) Tables to 3D Reference Object Library Mapping",,,,,,,
,,,,,,,
Author Name(s):,"Ellen M. Quardokus;  Heidi Schlehlein; Bruce Herr, II; Katy Borner",,,,,,
Author ORCID(s):,"0000-0001-7655-4833; 0000-0002-3333-5646;  0000-0002-8977-498X, 0000-0002-6703-7647, 0000-0002-3321-6137",,,,,,
Reviewer(s):,,,,,,,
Reviewer ORCID(s):,,,,,,,
General Publication(s):,"Borner, Katy, Sarah A. Teichmann, Ellen M. Quardokus, James C. Gee, Kristen Browne, David Osumi-Sutherland, Bruce W. Herr, et al. 2021. ""Anatomical Structures, Cell Types and Biomarkers of the Human Reference Atlas."" Nature Cell Biology 23 (11): 1117-28. https://doi.org/10.1038/s41556-021-00788-6.",,,,,,
Data DOI:,https://doi.org/10.48539/HBM224.QJKZ.987,,,,,,
Date:,6/15/24,,,,,,
Version Number:,v1.6,,,,,,
anatomical_structure_of,source_spatial_entity,node_name,label,OntologyID,representation_of,node_type,glb file of single organs
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_superior_bronchopulmonary_segment,Left superior bronchopulmonary segment,FMA:7376,http://purl.org/sig/ont/fma/fma7376,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_lungs_R,right lung,UBERON:0002167,http://purl.obolibrary.org/obo/UBERON_0002167,organizational,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_hilum_R,right lung hilus,UBERON:0004888,http://purl.obolibrary.org/obo/UBERON_0004888,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_lungs_R_middle_lobe,Middle Lobe of Right Lung,UBERON:0002174,http://purl.obolibrary.org/obo/UBERON_0002174,organizational,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_lateral_bronchopulmonary_segment,Right Lateral Bronchopulmonary Segment,FMA:7361,http://purl.org/sig/ont/fma/fma7361,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_medial_bronchopulmonary_segment,Right Medial Bronchopulmonary Segment,FMA:7360,http://purl.org/sig/ont/fma/fma7360,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_hilum_middle_R,right lung hilus,UBERON:0004888,http://purl.obolibrary.org/obo/UBERON_0004888,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_lungs_R_lower_lobe,Lower Lobe of Right Lung,UBERON:0002171,http://purl.obolibrary.org/obo/UBERON_0002171,organizational,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_hilum_lower_R,right lung hilus,UBERON:0004888,http://purl.obolibrary.org/obo/UBERON_0004888,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_anterior_basal_bronchopulmonary_segment,Right anterior basal bronchopulmonary segment,FMA:7364,http://purl.org/sig/ont/fma/fma7364,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_lateral_basal_bronchopulmonary_segment,Right Lateral Basal Bronchopulmonary Segment,FMA:7363,http://purl.org/sig/ont/fma/fma7363,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_medial_basal_bronchopulmonary_segment,Right Medial Basal Bronchopulmonary Segment,FMA:7365,http://purl.org/sig/ont/fma/fma7365,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_posterior_basal_bronchopulmonary_segment,Right Posterior Basal Bronchopulmonary Segment,FMA:7362,http://purl.org/sig/ont/fma/fma7362,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_superior_bronchopulmonary_segment,Right Superior Bronchopulmonary Segment,FMA:7366,http://purl.org/sig/ont/fma/fma7366,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_lungs_R_upper_lobe,Upper Lobe of Right Lung,UBERON:0002170,http://purl.obolibrary.org/obo/UBERON_0002170,organizational,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_apical_bronchopulmonary_segment,Right Apical Bronchopulmonary Segment,FMA:7338,http://purl.org/sig/ont/fma/fma7338,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_posterior_bronchopulmonary_segment,Right Posterior Bronchopulmonary Segment,FMA:7339,http://purl.org/sig/ont/fma/fma7339,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_anterior_bronchopulmonary_segment,Right Anterior Bronchopulmonary Segment,FMA:7359,http://purl.org/sig/ont/fma/fma7359,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_hilum_upper_R,right lung hilus,UBERON:0004888,http://purl.obolibrary.org/obo/UBERON_0004888,surface,3d-vh-m-lung
#VHMLarynx,#VHMaleOrgans,VH_M_larynx,larynx,UBERON:0001737,http://purl.obolibrary.org/obo/UBERON_0001737,organizational,3d-vh-m-larynx
#VHMLarynx,#VHMaleOrgans,VH_M_laryngeal_cartilage,laryngeal cartilage,UBERON:0001739,http://purl.obolibrary.org/obo/UBERON_0001739,organizational,3d-vh-m-larynx
#VHMLarynx,#VHMaleOrgans,VH_M_arytenoid_cartilage,arytenoid cartilage,UBERON:0001740,http://purl.obolibrary.org/obo/UBERON_0001740,organizational,3d-vh-m-larynx
#VHMLarynx,#VHMaleOrgans,VH_M_arytenoid_cartilage_R,Right arytenoid cartilage,FMA:55113,http://purl.org/sig/ont/fma/fma55113,mesh,3d-vh-m-larynx
#VHMLarynx,#VHMaleOrgans,VH_M_arytenoid_cartilage_L,Left arytenoid cartilage,FMA:55114,http://purl.org/sig/ont/fma/fma55114,mesh,3d-vh-m-larynx
#VHMLarynx,#VHMaleOrgans,VH_M_epiglottic_cartilage,epiglottic cartilage,UBERON:0001742,http://purl.obolibrary.org/obo/UBERON_0001742,mesh,3d-vh-m-larynx
#VHMLarynx,#VHMaleOrgans,VH_M_cricoid_cartilage,cricoid cartilage,UBERON:0002375,http://purl.obolibrary.org/obo/UBERON_0002375,mesh,3d-vh-m-larynx
#VHMLarynx,#VHMaleOrgans,VH_M_thyroid_cartilage,thyroid cartilage,UBERON:0001738,http://purl.obolibrary.org/obo/UBERON_0001738,mesh,3d-vh-m-larynx
#VHMLarynx,#VHMaleOrgans,VH_M_corniculate_cartilage,corniculate cartilage,UBERON:0001741,http://purl.obolibrary.org/obo/UBERON_0001741,organizational,3d-vh-m-larynx
#VHMLarynx,#VHMaleOrgans,VH_M_corniculate_cartilage_L,Left corniculate cartilage,FMA:55116,http://purl.org/sig/ont/fma/fma55116,mesh,3d-vh-m-larynx
#VHMLarynx,#VHMaleOrgans,VH_M_corniculate_cartilage_R,Right corniculate cartilage,FMA:55115,http://purl.org/sig/ont/fma/fma55115,mesh,3d-vh-m-larynx
-,#VHMaleOrgans,VH_M_tracheobronchial_tree,tracheobronchial tree,UBERON:0007196 ,http://purl.obolibrary.org/obo/UBERON_0007196,organizational,-
#VHMTrachea,#VHMaleOrgans,VH_M_trachea_of_respiratory_system,trachea of respiratory system,UBERON:0003126,http://purl.obolibrary.org/obo/UBERON_0003126,organizational,3d-vh-m-trachea
#VHMTrachea,#VHMaleOrgans,VH_M_trachea,trachea,UBERON:0003126,http://purl.obolibrary.org/obo/UBERON_0003126,surface,3d-vh-m-trachea
#VHMTrachea,#VHMaleOrgans,VH_M_tracheal_cartilage,trachea cartilage,UBERON:0003604,http://purl.obolibrary.org/obo/UBERON_0003604,mesh,3d-vh-m-trachea
#VHMTrachea,#VHMaleOrgans,VH_M_carina,carina of trachea,UBERON:0006679,http://purl.obolibrary.org/obo/UBERON_0006679,mesh,3d-vh-m-trachea
#VHMLungV1.1,#VHMaleOrgans,VH_M_bronchi,bronchus,UBERON:0002185,http://purl.obolibrary.org/obo/UBERON_0002185,organizational,3d-vh-m-united
#VHMMainBronchus,#VHMaleOrgans,VH_M_main_bronchi,main bronchus,UBERON:0002182,http://purl.obolibrary.org/obo/UBERON_0002182,organizational,3d-vh-m-main-bronchus
#VHMMainBronchus,#VHMaleOrgans,VH_M_left_main_bronchus,Left Main Bronchus,UBERON:0002178,http://purl.obolibrary.org/obo/UBERON_0002178,surface,3d-vh-m-main-bronchus
#VHMMainBronchus,#VHMaleOrgans,VH_M_cartilage_of_the_main_bronchus_L,Cartilage of left main bronchus,FMA:13144,http://purl.org/sig/ont/fma/fma13144,mesh,3d-vh-m-main-bronchus
#VHMMainBronchus,#VHMaleOrgans,VH_M_right_main_bronchus,Right Main Bronchus,UBERON:0002177,http://purl.obolibrary.org/obo/UBERON_0002177,surface,3d-vh-m-main-bronchus
#VHMMainBronchus,#VHMaleOrgans,VH_M_cartilage_of_the_main_bronchus_R,Cartilage of right main bronchus,FMA:13143,http://purl.org/sig/ont/fma/fma13143,mesh,3d-vh-m-main-bronchus
#VHMLungV1.1,#VHMaleOrgans,VH_M_bronchi_L,-,-,-,organizational,3d-vh-m-lung
-,#VHMaleOrgans,VH_M_left_bronchial_cartilage,-,-,-,organizational,-
#VHMLungV1.1,#VHMaleOrgans,VH_M_cartilage_of_the_lobar_bronchus_L,Cartilage of lobar bronchus,FMA:62659,http://purl.org/sig/ont/fma/fma62659,mesh,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_cartilage_of_the_tertiary_bronchus_L,Cartilage of segmental bronchus,FMA:62662,http://purl.org/sig/ont/fma/fma62662,mesh,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_lobar_bronchus_L,lobar bronchus of left lung,UBERON:0003405,http://purl.obolibrary.org/obo/UBERON_0003405,organizational,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_superior_lobar_bronchus,lobar bronchus of left lung upper lobe,UBERON:0012065,http://purl.obolibrary.org/obo/UBERON_0012065,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_inferior_lobar_bronchus,lobar bronchus of left lung lower lobe,UBERON:0012066,http://purl.obolibrary.org/obo/UBERON_0012066,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_tertiary_bronchi_L,Segmental bronchus,UBERON:0002184,http://purl.obolibrary.org/obo/UBERON_0002184,organizational,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_superior_bronchus,Left superior segmental bronchus,FMA:7504,http://purl.org/sig/ont/fma/fma7504,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_posterior_basal_bronchus,Left posterior basal segmental bronchus,FMA:7508,http://purl.org/sig/ont/fma/fma7508,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_medial_basal_bronchus,Left medial basal segmental bronchus,FMA:7505,http://purl.org/sig/ont/fma/fma7505,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_apical_bronchus,Left apical segmental bronchus,FMA:7426,http://purl.org/sig/ont/fma/fma7426,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_anterior_bronchus,Left anterior segmental bronchus,FMA:7428,http://purl.org/sig/ont/fma/fma7428,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_lingular_bronchus,-,-,-,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_lingula_superior_bronchus,Superior lingular bronchus,FMA:7430,http://purl.org/sig/ont/fma/fma7430,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_lingula_inferior_bronchus,Inferior lingular bronchus,FMA:7431,http://purl.org/sig/ont/fma/fma7431,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_lateral_basal_bronchus,Left lateral basal segmental bronchus,FMA:7507,http://purl.org/sig/ont/fma/fma7507,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_anterior_basal_bronchus,Left anterior basal segmental bronchus,FMA:7506,http://purl.org/sig/ont/fma/fma7506,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_bronchi_R,-,-,-,organizational,3d-vh-m-lung
-,#VHMaleOrgans,VH_M_right_bronchial_cartilage,-,-,-,organizational,-
#VHMLungV1.1,#VHMaleOrgans,VH_M_cartilage_of_the_lobar_bronchus_R,Cartilage of lobar bronchus,FMA:62659,http://purl.org/sig/ont/fma/fma62659,mesh,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_cartilage_of_the_tertiary_bronchus_R,Cartilage of segmental bronchus,FMA:62662,http://purl.org/sig/ont/fma/fma62662,mesh,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_lobar_bronchi_R,lobar bronchus of right lung,UBERON:0003404,http://purl.obolibrary.org/obo/UBERON_0003404,organizational,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_intermediate_bronchus,Interlobar bronchus,FMA:7415,http://purl.org/sig/ont/fma/fma7415,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_middle_lobar_bronchus,Middle lobar bronchus,FMA:7401,http://purl.org/sig/ont/fma/fma7401,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_superior_lobar_bronchus,Right superior lobar bronchus,FMA:7397,http://purl.org/sig/ont/fma/fma7397,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_tertiary_bronchi_R,Segmental bronchus,UBERON:0002184,http://purl.obolibrary.org/obo/UBERON_0002184,organizational,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_anterior_bronchus,Right anterior segmental bronchus,FMA:7400,http://purl.org/sig/ont/fma/fma7400,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_lateral_basal_bronchus,Right lateral basal segmental bronchus,FMA:7419,http://purl.org/sig/ont/fma/fma7419,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_lateral_bronchus,Lateral segmental bronchus,FMA:7402,http://purl.org/sig/ont/fma/fma7402,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_lower_lobar_bronchus,Right inferior lobar bronchus,FMA:7404,http://purl.org/sig/ont/fma/fma7404,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_medial_basal_bronchus,Right medial basal segmental bronchus,FMA:7417,http://purl.org/sig/ont/fma/fma7417,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_medial_bronchus,Medial segmental bronchus,FMA:7403,http://purl.org/sig/ont/fma/fma7403,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_posterior_basal,Right posterior basal segmental bronchus,FMA:7420,http://purl.org/sig/ont/fma/fma7420,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_posterior_bronchus,Right posterior segmental bronchus,FMA:7399,http://purl.org/sig/ont/fma/fma7399,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_superior_bronchus,Right superior segmental bronchus,FMA:7416,http://purl.org/sig/ont/fma/fma7416,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_apical_bronchus,Right superior segmental bronchus,FMA:7416,http://purl.org/sig/ont/fma/fma7416,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_right_anterior_basal_bronchus,Right posterior segmental bronchus,FMA:7399,http://purl.org/sig/ont/fma/fma7399,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_bronchus,bronchus,UBERON:0002185,http://purl.obolibrary.org/obo/UBERON_0002185,surface,3d-vh-m-lung
-,#VHMaleOrgans,VH_M_lymphatic_system,lymphoid system,UBERON:0002465,http://purl.obolibrary.org/obo/UBERON_0002465,organizational,3d-vh-m-united
#VHMSpleen,#VHMaleOrgans,VH_M_spleen,spleen,UBERON:0002106,http://purl.obolibrary.org/obo/UBERON_0002106,organizational,3d-vh-m-spleen
#VHMSpleen,#VHMaleOrgans,VH_M_colic_surface_of_spleen,colic surface of spleen,FMA:15838,http://purl.org/sig/ont/fma/fma15838,surface,3d-vh-m-spleen
#VHMSpleen,#VHMaleOrgans,VH_M_diaphragmatic_surface_of_spleen,diaphragmatic surface of spleen,FMA:15828,http://purl.org/sig/ont/fma/fma15828,surface,3d-vh-m-spleen
#VHMSpleen,#VHMaleOrgans,VH_M_gastric_surface_of_spleen,gastric surface of spleen,FMA:15837,http://purl.org/sig/ont/fma/fma15837,surface,3d-vh-m-spleen
#VHMSpleen,#VHMaleOrgans,VH_M_hilum_of_spleen,hilum of spleen,UBERON:0001248,http://purl.obolibrary.org/obo/UBERON_0001248,surface,3d-vh-m-spleen
#VHMSpleen,#VHMaleOrgans,VH_M_renal_surface_of_spleen,renal surface of spleen,FMA:15839,http://purl.org/sig/ont/fma/fma15839,surface,3d-vh-m-spleen
#VHMLymphNode,#VHMaleOrgans,Yao_lymph_node,mesenteric lymph node,UBERON:0002509,http://purl.obolibrary.org/obo/UBERON_0002509,organizational,3d-nih-m-lymph-node
#VHMLymphNode,#VHMaleOrgans,Yao_afferent_lymphatic_vessel,afferent lymphatic vessel,UBERON:0010396,http://purl.obolibrary.org/obo/UBERON_0010396,mesh,3d-nih-m-lymph-node
#VHMLymphNode,#VHMaleOrgans,Yao_capsule_of_lymph_node,capsule of lymph node,UBERON:0002194,http://purl.obolibrary.org/obo/UBERON_0002194,mesh,3d-nih-m-lymph-node
#VHMLymphNode,#VHMaleOrgans,Yao_follicles,lymph node follicle,UBERON:0010748,http://purl.obolibrary.org/obo/UBERON_0010748,mesh,3d-nih-m-lymph-node
#VHMLymphNode,#VHMaleOrgans,Yao_efferent_lymph_node,efferent lymphatic vessel,UBERON:0010397,http://purl.obolibrary.org/obo/UBERON_0010397,mesh,3d-nih-m-lymph-node
#VHMLymphNode,#VHMaleOrgans,Yao_medulla_of_lymph_node,medulla of lymph node,UBERON:0002007,http://purl.obolibrary.org/obo/UBERON_0002007,mesh,3d-nih-m-lymph-node
#VHMLymphNode,#VHMaleOrgans,Yao_paracortex,lymph node T cell domain,UBERON:0010417,http://purl.obolibrary.org/obo/UBERON_0010417,mesh,3d-nih-m-lymph-node
#VHMLymphNode,#VHMaleOrgans,Yao_blood_vasculature,Lymph vasculature,UBERON:0004536,http://purl.obolibrary.org/obo/UBERON_0004536,mesh,3d-nih-m-lymph-node
#VHMThymus,#VHMaleOrgans,VH_M_thymus,thymus,UBERON:0002370,http://purl.obolibrary.org/obo/UBERON_0002370,organizational,3d-vh-m-thymus
#VHMThymus,#VHMaleOrgans,VH_M_thymus_lobe_L,left thymus lobe,UBERON:0005457,http://purl.obolibrary.org/obo/UBERON_0005457,mesh,3d-vh-m-thymus
#VHMThymus,#VHMaleOrgans,VH_M_thymus_lobe_R,right thymus lobe,UBERON:0005469,http://purl.obolibrary.org/obo/UBERON_0005469,mesh,3d-vh-m-thymus
-,#VHMaleOrgans,VH_M_skeletal_system,skeletal system,UBERON:0001434,http://purl.obolibrary.org/obo/UBERON_0001434,organizational,3d-vh-m-united
-,#VHMaleOrgans,VH_M_hyoid,hyoid bone,UBERON:0001685,http://purl.obolibrary.org/obo/UBERON_0001685,mesh,3d-vh-m-lung.
#VHMPelvis,#VHMaleOrgans,VH_M_pelvis,bony pelvis,UBERON:0001270,http://purl.obolibrary.org/obo/UBERON_0001270,organizational,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_sacrum,fused sacrum,UBERON:0003690,http://purl.obolibrary.org/obo/UBERON_0003690,mesh,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_coccyx,coccyx,UBERON:0001350,http://purl.obolibrary.org/obo/UBERON_0001350,mesh,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_pubis,pubis,UBERON:0001275,http://purl.obolibrary.org/obo/UBERON_0001275,organizational,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_pubis_compact_bone,compact bone tissue,UBERON:0001439,http://purl.obolibrary.org/obo/UBERON_0001439,organizational,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_pubis_compact_bone_L,compact bone tissue,UBERON:0001439,http://purl.obolibrary.org/obo/UBERON_0001439,mesh,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_pubis_compact_bone_R,compact bone tissue,UBERON:0001439,http://purl.obolibrary.org/obo/UBERON_0001439,mesh,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_pubis_spongy_bone,trabecular bone tissue,UBERON:0002483,http://purl.obolibrary.org/obo/UBERON_0002483,organizational,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_pubis_spongy_bone_L,trabecular bone tissue,UBERON:0002483,http://purl.obolibrary.org/obo/UBERON_0002483,surface,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_pubis_spongy_bone_R,trabecular bone tissue,UBERON:0002483,http://purl.obolibrary.org/obo/UBERON_0002483,surface,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_ilium,ilium,UBERON:0001273,http://purl.obolibrary.org/obo/UBERON_0001273,organizational,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_ilium_compact_bone,compact bone tissue,UBERON:0001439,http://purl.obolibrary.org/obo/UBERON_0001439,organizational,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_ilium_compact_bone_L,compact bone tissue,UBERON:0001439,http://purl.obolibrary.org/obo/UBERON_0001439,mesh,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_ilium_compact_bone_R,compact bone tissue,UBERON:0001439,http://purl.obolibrary.org/obo/UBERON_0001439,mesh,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_ilium_spongy_bone,trabecular bone tissue,UBERON:0002483,http://purl.obolibrary.org/obo/UBERON_0002483,organizational,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_ilium_spongy_bone_R,trabecular bone tissue,UBERON:0002483,http://purl.obolibrary.org/obo/UBERON_0002483,surface,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_ilium_spongy_bone_L,trabecular bone tissue,UBERON:0002483,http://purl.obolibrary.org/obo/UBERON_0002483,surface,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_ischium,ischium,UBERON:0001274,http://purl.obolibrary.org/obo/UBERON_0001274,organizational,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_ischium_compact_bone,compact bone tissue,UBERON:0001439,http://purl.obolibrary.org/obo/UBERON_0001439,organizational,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_ischium_compact_bone_L,compact bone tissue,UBERON:0001439,http://purl.obolibrary.org/obo/UBERON_0001439,mesh,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_ischium_compact_bone_R,compact bone tissue,UBERON:0001439,http://purl.obolibrary.org/obo/UBERON_0001439,mesh,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_ischium_spongy_bone,trabecular bone tissue,UBERON:0002483,http://purl.obolibrary.org/obo/UBERON_0002483,organizational,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_ischium_spongy_bone_L,trabecular bone tissue,UBERON:0002483,http://purl.obolibrary.org/obo/UBERON_0002483,surface,3d-vh-m-pelvis
#VHMPelvis,#VHMaleOrgans,VH_M_ischium_spongy_bone_R,trabecular bone tissue,UBERON:0002483,http://purl.obolibrary.org/obo/UBERON_0002483,surface,3d-vh-m-pelvis
-,#VHMaleOrgans,VH_M_lower_limb,-,-,-,organizational,3d-vh-m-united
-,#VHMaleOrgans,VH_M_lower_limb_R,-,-,-,organizational,3d-vh-m-united
-,#VHMaleOrgans,VH_M_ligaments_of_knee_R,-,-,-,organizational,VH_M_Ligaments_of_Knee_R
#VHMLigamentsRightKnee,#VHMaleOrgans,VH_M_anterior_cruciate_ligament_of_knee_joint_R,Right anterior cruciate ligament,FMA:44615,http://purl.org/sig/ont/fma/fma44615,mesh,VH_M_Ligaments_of_Knee_R
#VHMLigamentsRightKnee,#VHMaleOrgans,VH_M_fibular_collateral_ligament_R,Right fibular collateral ligament,FMA:44609,http://purl.org/sig/ont/fma/fma44609,mesh,VH_M_Ligaments_of_Knee_R
#VHMLigamentsRightKnee,#VHMaleOrgans,VH_M_right_tibial_collaterial_ligament,Right tibial collateral ligament,FMA:44601,http://purl.org/sig/ont/fma/fma44601,mesh,VH_M_Ligaments_of_Knee_R
#VHMLigamentsRightKnee,#VHMaleOrgans,VH_M_posterior_cruciate_ligament_of_knee_joint_R,Right posterior cruciate ligament,FMA:44618,http://purl.org/sig/ont/fma/fma44618,mesh,VH_M_Ligaments_of_Knee_R
#VHMLigamentsRightKnee,#VHMaleOrgans,VH_M_anterolateral_ligament_of_knee_R,anterolateral ligament of knee,UBERON:0014899,http://purl.obolibrary.org/obo/UBERON_0014899,mesh,VH_M_Ligaments_of_Knee_R
#VHMLigamentsRightKnee,#VHMaleOrgans,VH_M_patellar_ligament_R,Right patellar ligament,FMA:44585,http://purl.org/sig/ont/fma/fma44585,mesh,VH_M_Ligaments_of_Knee_R
#VHMRightKnee,#VHMaleOrgans,VH_M_knee_R,Right knee,FMA:24977,http://purl.org/sig/ont/fma/fma24977,organizational,3d-vh-m-knee-r
#VHMRightKnee,#VHMaleOrgans,VH_M_knee_joint_R,Right knee joint,FMA:35176,http://purl.org/sig/ont/fma/fma35176,organizational,3d-vh-m-knee-r
#VHMRightKnee,#VHMaleOrgans,VH_M_tibia_R,Right tibia,FMA:24477,http://purl.org/sig/ont/fma/fma24477,mesh,3d-vh-m-knee-r
#VHMRightKnee,#VHMaleOrgans,VH_M_fibula_R,Right fibula,FMA:24480,http://purl.org/sig/ont/fma/fma24480,mesh,3d-vh-m-knee-r
#VHMRightKnee,#VHMaleOrgans,VH_M_patella_R,Right patella,FMA:24486,http://purl.org/sig/ont/fma/fma24486,mesh,3d-vh-m-knee-r
#VHMRightKnee,#VHMaleOrgans,VH_M_femur_R,Right femur,FMA:24474,http://purl.org/sig/ont/fma/fma24474,mesh,3d-vh-m-knee-r
#VHMRightKnee,#VHMaleOrgans,VH_M_articular_cartilage_of_knee_R,Articular cartilage of distal epiphysis of right femur,FMA:33189,http://purl.org/sig/ont/fma/fma33189,surface,3d-vh-m-knee-r
#VHMRightKnee,#VHMaleOrgans,VH_M_intercondylar_fossa_R,Intercondylar fossa of right femur,FMA:43749,http://purl.org/sig/ont/fma/fma43749,surface,3d-vh-m-knee-r
-,#VHMaleOrgans,VH_M_anterior_cruciate_enthesis_R,-,-,-,surface,3d-vh-m-knee-r
